id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C00225,Berrada,Imane,imane.berrada225@mexora.ma,12/03/1981,1,Tanger,0612363385,31-10-2024,Mobile
C00226,Bennani,Nadia,nadia.bennani226@mexora.ma,22-02-1985,Homme,CAS,0618223007,2024-09-10,Social Ads
C00227,Alaoui,Karim,karim.alaoui227@mexora.ma,1966-07-23,F,,0612438091,Jan 14 2026,Mobile
C00228,Berrada,Mehdi,mehdi.berrada228@mexora.ma,03-06-1990,1,Fès,0689213436,12-06-2024,Social Ads
C00229,Mansouri,Nadia,nadia.mansouri229@mexora.ma,22/01/1966,f,Agadir,0641773220,2024-12-24,Marketplace
C00230,Tahiri,Hajar,hajar.tahiri230@mexora.ma,1985-03-05,Homme,Agadir,0695839131,01-03-2024,Web
C00231,Berrada,Mehdi,mehdi.berrada231@mexora.ma,03/07/1992,m,Rabat,,20-07-2025,Web
C00232,Alaoui,Salma,salma.alaoui232@mexora.ma,05/10/1985,Homme,rabat,0689050155,17-04-2024,Web
C00233,Tazi,Salma,salma.tazi233@mexora.ma,08/10/1969,f,Meknès,0669116536,03/01/2026,Web
C00234,Ziani,Karim,karim.ziani234@mexora.ma,1967-06-15,f,Casablanca,0672946177,16/03/2026,Referral
C00235,Mansouri,Imane,imane.mansouri235@mexora.ma,16-09-1984,Femme,Rabat,0629008154,17-08-2025,Mobile
C00236,Ziani,Mehdi,mehdi.ziani236@mexora.ma,1976-03-21,f,Tanger,0682708031,2025-06-06,Marketplace
C00237,Tahiri,Mehdi,mehdi.tahiri237@mexora.ma,Feb 23 1967,Femme,Casablanca,0650817287,Jan 22 2026,Mobile
C00238,Bennani,Karim,karim.bennani238@mexora.ma,05/11/1975,F,Tétouan,0617156760,2025-05-24,Mobile
C00239,Berrada,Mehdi,mehdi.berrada239@mexora.ma,10/02/1970,F,Agadir,0664464150,11/21/2025,Web
C00240,El Amrani,Salma,salma.elamrani240@mexora.ma,23/05/1961,0,Rabat,0680489137,14-01-2026,Web
C00241,Tazi,Nadia,nadia.tazi241mexora.ma,19-04-1999,m,Rabat,0638608716,2024-07-02,Social Ads
C00242,Fassi,Amine,karim.rifi10@mexora.ma,08-01-1985,f,TANGER,0623136136,Mar 22 2026,Web
C00243,Mansouri,Hajar,nadia.alaoui23mexora.ma,03/25/1976,m,CASABLANCA,0656273449,Sep 26 2025,Mobile
C00244,Mansouri,Hajar,hajar.mansouri244@mexora.ma,1994-12-03,1,Tanger,0629682334,26/05/2025,Web
C00245,Alaoui,Omar,omar.alaoui245@mexora.ma,14/08/1984,Homme,Casablanca,0616409641,2024-10-19,Marketplace
C00246,Mansouri,Omar,omar.mansouri246@mexora.ma,Feb 25 1972,Homme,Tanger,0635302376,05/04/2025,Referral
C00247,Mansouri,Nadia,,08/08/1965,Male,Tangier,0650993831,11-02-2024,Mobile
C00248,Ziani,Mehdi,mehdi.ziani248@mexora.ma,15-05-1971,Homme,Fès,0687829395,19-06-2024,Web
C00249,Alaoui,Imane,imane.alaoui249mexora.ma,Oct 16 1990,Homme,Tetouan,0647732315,27-01-2025,Social Ads
C00250,Tahiri,Salma,salma.tahiri250@mexora.ma,13/12/1977,Homme,Casablanca,0615718830,2026-04-19,Web
C00251,Ziani,Imane,imane.ziani251@mexora.ma,1967-12-05,Homme,Casablanca,0614953629,01/13/2026,Web
C00252,Rifi,Nadia,nadia.rifi252@mexora.ma,04/05/1975,1,rabat,0637066857,07/10/2024,Web
C00253,Mansouri,Karim,karim.mansouri253@mexora.ma,03/24/2004,m,Agadir,0676251515,24-02-2025,Social Ads
C00254,Tahiri,Karim,karim.tahiri254@mexora.ma,1982-05-08,m,Casablanca,0676238555,02/24/2026,Mobile
C00255,Tahiri,Omar,omar.tahiri255@mexora.ma,05/18/1963,Homme,Rabat,0621535648,Jan 30 2025,Referral
C00256,Alaoui,Imane,imane.alaoui256@mexora.ma,09/18/1977,f,Casablanca,,2026-04-05,Marketplace
C00257,Rifi,Karim,karim.rifi257@mexora.ma,04/20/1972,Homme,Tétouan,0629888717,03/15/2026,Mobile
C00258,El Amrani,Nadia,nadia.elamrani258@mexora.ma,2000-09-08,0,,0684512398,Mar 18 2024,Marketplace
C00259,Ziani,Nadia,nadia.ziani259@mexora.ma,2006-01-03,Male,Oujda,0628683822,01-08-2024,Web
C00260,Mansouri,Karim,,Jul 06 1998,Homme,,0632929020,2024-03-11,Marketplace
C00261,Bennani,Nadia,nadia.bennani261@mexora.ma,Jun 09 2006,Homme,rabat,0680066599,May 23 2025,Mobile
C00262,Tazi,Omar,omar.tazi262@mexora.ma,01-07-1968,0,Meknès,0640102906,2025-02-02,Web
C00263,El Amrani,Mehdi,mehdi.elamrani263mexora.ma,22/04/2005,Femme,Fès,0629295302,09/15/2024,Mobile
C00264,Tahiri,Salma,salma.tahiri264@mexora.ma,01/09/1960,1,,0666562683,15-03-2024,Referral
C00265,Tazi,Omar,omar.tazi265@mexora.ma,04-02-1983,Homme,Tanger,,12/01/2025,Mobile
C00266,Rifi,Sara,sara.rifi266@mexora.ma,18/11/1966,m,Oujda,0675901801,2025-08-25,Referral
C00267,Alaoui,Salma,,12-02-1969,Female,Marrakech,0693461448,21-10-2025,Referral
C00268,Rifi,Yassine,yassine.rifi268@mexora.ma,Sep 26 1970,1,,0656639282,Jan 20 2025,Social Ads
C00269,Mansouri,Imane,imane.mansouri269@mexora.ma,04/11/1996,f,,0637909584,10-03-2025,Marketplace
C00270,Berrada,Mehdi,mehdi.berrada270@mexora.ma,11/16/1968,m,Agadir,0671827000,08/13/2025,Mobile
C00271,Tazi,Sara,sara.tazi271@mexora.ma,Jun 06 1977,f,Agadir,0625393523,11/05/2025,Referral
C00272,Mansouri,Karim,nadia.alaoui23mexora.ma,18/10/1960,M,Tétouan,0663289467,12/06/2025,Social Ads
C00273,El Amrani,Nadia,nadia.elamrani273@mexora.ma,24-11-1988,Femme,Casablanca,0691009055,02/20/2026,Social Ads
C00274,Tahiri,Karim,karim.tahiri274@mexora.ma,13/06/1993,Homme,casa,0644206305,2025-09-06,Mobile
C00275,Alaoui,Mehdi,mehdi.alaoui275@mexora.ma,Feb 03 1965,m,Tanger,0678387420,03-12-2025,Mobile
C00276,Berrada,Omar,omar.berrada276@mexora.ma,07/09/2000,Homme,Agadir,0668938257,2026-01-08,Web
C00277,Alaoui,Mehdi,mehdi.alaoui277@mexora.ma,07-06-1992,Femme,Agadir,0657743548,Jun 15 2025,Social Ads
C00278,Alaoui,Salma,salma.alaoui278@mexora.ma,06-09-1972,m,Oujda,0655613146,06/04/2026,Referral
C00279,Tahiri,Amine,amine.tahiri279@mexora.ma,22/02/1993,1,Rabat,0639469355,08/15/2025,Social Ads
C00280,Alaoui,Hajar,hajar.alaoui280@mexora.ma,12/28/1967,Femme,Rabat,0679332324,Mar 11 2026,Mobile
C00281,El Amrani,Salma,salma.elamrani281@mexora.ma,Feb 03 1977,0,TNG,0624785539,2025-04-06,Web
C00282,Rifi,Omar,omar.rifi282@mexora.ma,25-11-1961,f,Tangier,0653627833,Dec 25 2025,Social Ads
C00283,Alaoui,Sara,sara.alaoui283@mexora.ma,10/17/1962,Femme,Tanger,0621828633,01/08/2025,Marketplace
C00284,Tazi,Sara,sara.tazi284@mexora.ma,28/03/1998,Femme,Casablanca,0643004557,Aug 10 2024,Social Ads
C00285,Alaoui,Yassine,yassine.alaoui285@mexora.ma,Apr 08 1976,0,Kénitra,0613379400,Mar 03 2026,Web
C00286,Rifi,Imane,imane.rifi286@mexora.ma,1963-10-12,Femme,Marrakech,0653674784,Mar 06 2025,Social Ads
C00287,Rifi,Nadia,nadia.rifi287@mexora.ma,21-09-2003,M,Oujda,0642203143,08-11-2024,Web
C00288,Mansouri,Salma,salma.mansouri288@mexora.ma,08/02/2004,m,Marrakech,0669700815,27-09-2024,Social Ads
C00289,Fassi,Karim,karim.fassi289mexora.ma,25-07-1968,Femme,Meknès,0637203604,13/03/2025,Web
C00290,Tazi,Imane,imane.tazi290@mexora.ma,12/05/1996,Femme,Marrakech,,06-12-2025,Marketplace
C00291,Ziani,Sara,sara.ziani291@mexora.ma,12-03-1982,1,Casablanca,,2025-06-01,Marketplace
C00292,Mansouri,Mehdi,mehdi.mansouri292@mexora.ma,Jan 17 1961,1,Tétouan,0648418813,Aug 29 2025,Referral
C00293,Tazi,Amine,,2000-08-21,Femme,Agadir,0649405830,05/13/2026,Mobile
C00294,Ziani,Yassine,yassine.ziani294@mexora.ma,15/03/1969,0,,0615703667,11/11/2025,Mobile
C00295,Berrada,Yassine,yassine.berrada295@mexora.ma,09-07-1993,Homme,Tnja,0671643027,2024-04-25,Web
C00296,Berrada,Nadia,amine.tahiri85@mexora.ma,1968-09-08,m,Tanger,0654739781,Jan 26 2025,Referral
C00297,Mansouri,Mehdi,mehdi.mansouri297@mexora.ma,13/04/1966,0,Agadir,0648067166,17-11-2025,Marketplace
C00298,Bennani,Nadia,nadia.bennani298@mexora.ma,Jan 25 1985,m,TANGER,0646831490,24-06-2024,Referral
C00299,Tahiri,Nadia,nadia.tahiri299@mexora.ma,04/05/1989,f,Oujda,0629645703,Oct 05 2024,Mobile
C00300,Rifi,Amine,amine.rifi300@mexora.ma,May 07 1969,f,Fès,0693233165,Dec 12 2025,Referral
C00301,Alaoui,Karim,karim.alaoui301@mexora.ma,06/13/1969,Homme,Al Hoceïma,0673111174,09/05/2026,Referral
C00302,Bennani,Sara,sara.bennani302@mexora.ma,08/14/1996,Homme,Tanger,0639085856,2024-04-12,Marketplace
C00303,Fassi,Karim,salma.tahiri78@mexora.ma,Oct 07 1982,0,Meknès,0627690122,08/05/2025,Mobile
C00304,Fassi,Salma,salma.fassi304@mexora.ma,19/05/1962,Femme,Marrakech,0613173410,05/14/2026,Mobile
C00305,Berrada,Nadia,omar.berrada276@mexora.ma,May 13 1987,f,Tanger,0695549325,23-01-2026,Web
C00306,Tahiri,Sara,sara.tahiri306mexora.ma,1992-08-12,Male,CASABLANCA,0633605874,2024-06-04,Marketplace
C00307,Ziani,Yassine,yassine.ziani307@mexora.ma,2004-02-07,1,TNG,,03-10-2025,Web
C00308,Alaoui,Nadia,salma.alaoui232@mexora.ma,02/11/1962,Homme,Rabat,0680582579,14/09/2024,Marketplace
C00309,Alaoui,Amine,amine.alaoui309@mexora.ma,12/02/1961,Homme,Al Hoceïma,0662794570,27/01/2025,Social Ads
C00310,El Amrani,Yassine,yassine.elamrani310@mexora.ma,Apr 28 1982,m,Fès,0636082096,Nov 04 2024,Web
C00311,Berrada,Sara,sara.berrada311@mexora.ma,09/09/1982,Femme,Rabat,0666611840,Oct 15 2025,Web
C00312,Bennani,Omar,omar.bennani312@mexora.ma,Apr 01 1986,f,Agadir,0620114208,07-02-2026,Social Ads
C00313,Bennani,Sara,,27/12/1972,Femme,Kénitra,0661226961,29-01-2026,Social Ads
C00314,Tahiri,Yassine,yassine.tahiri314@mexora.ma,05/19/1980,0,Agadir,0644056512,01/29/2024,Web
C00315,Rifi,Yassine,yassine.rifi315@mexora.ma,Nov 05 1984,m,Casablanca,0683428532,03/17/2026,Social Ads
C00316,Rifi,Yassine,amine.berrada193@mexora.ma,1993-07-17,Femme,Kénitra,0682646234,05-02-2024,Referral
C00317,Tazi,Imane,imane.tazi317@mexora.ma,Dec 08 1970,1,Al Hoceïma,0639554572,2025-01-03,Mobile
C00318,Mansouri,Hajar,salma.fassi201@mexora.ma,Jul 27 1987,0,Casablanca,0680322969,04/01/2026,Web
C00319,El Amrani,Amine,amine.bennani109@mexora.ma,28/07/1970,Femme,Al Hoceima,0695589626,2026-05-11,Social Ads
C00320,Ziani,Sara,sara.ziani320@mexora.ma,1988-05-12,,Oujda,0627610052,Jul 12 2024,Social Ads
C00321,Alaoui,Hajar,hajar.alaoui321@mexora.ma,1982-12-27,f,Nador,0665017423,2024-06-24,Social Ads
C00322,Ziani,Imane,imane.ziani322@mexora.ma,09/23/1974,Femme,Tanger,0625078542,Feb 05 2024,Mobile
C00323,Alaoui,Amine,yassine.rifi185@mexora.ma,Dec 06 2005,m,Tanger,0653659206,Sep 17 2024,Social Ads
C00324,Tazi,Sara,sara.tazi324@mexora.ma,01/21/1965,m,Al Hoceïma,,03/02/2025,Marketplace
C00325,Mansouri,Amine,amine.mansouri325@mexora.ma,10-07-1963,m,Casablanca,0638279707,01/20/2025,Referral
C00326,Rifi,Nadia,nadia.rifi326@mexora.ma,11-03-2000,1,Tanger,0683437081,2026-04-23,Web
C00327,Rifi,Hajar,hajar.rifi327@mexora.ma,Apr 03 1996,Femme,Tanger,0665449175,27-10-2025,Marketplace
C00328,Mansouri,Nadia,nadia.mansouri328@mexora.ma,Mar 04 1961,Female,,,Mar 02 2026,Social Ads
C00329,Fassi,Hajar,hajar.fassi329@mexora.ma,12-04-1963,m,Tanger,0619183337,01-08-2025,Referral
C00330,El Amrani,Karim,karim.elamrani330@mexora.ma,28/04/1974,Homme,Kénitra,0650217039,10/04/2024,Social Ads
C00331,Mansouri,Sara,sara.mansouri331@mexora.ma,12/10/1994,m,CAS,0618470833,2026-02-18,Social Ads
C00332,Ziani,Hajar,hajar.ziani332@mexora.ma,Aug 13 1963,Femme,TETOUAN,0649616904,13/03/2024,Referral
C00333,Berrada,Mehdi,,19-01-1967,,Tanger,0679985395,2024-05-14,Marketplace
C00334,Bennani,Nadia,,24-07-1964,f,Tanger,0639989605,06/12/2024,Referral
C00335,Berrada,Amine,amine.berrada335@mexora.ma,1992-03-06,Homme,Casablanca,0672600583,14/10/2024,Marketplace
C00336,Berrada,Sara,sara.berrada336@mexora.ma,13/07/2006,m,Marrakech,0645653579,Apr 21 2025,Referral
C00337,Mansouri,Nadia,nadia.tahiri131@mexora.ma,26/09/1978,Femme,Tanger,0661903844,2025-04-24,Marketplace
C00338,Rifi,Sara,sara.rifi338@mexora.ma,01/02/1987,Homme,Tétouan,0620704100,Jul 24 2025,Marketplace
C00339,Bennani,Mehdi,mehdi.bennani339@mexora.ma,02/15/2006,m,TNG,0627583753,Jan 12 2026,Referral
C00340,Fassi,Nadia,nadia.fassi340@mexora.ma,07/06/1998,0,Rabat,0696903751,Apr 18 2026,Web
C00341,Tazi,Yassine,yassine.tazi341@mexora.ma,15-01-1974,f,Rabat,0613270735,21/11/2025,Social Ads
C00342,Tazi,Imane,imane.tazi342mexora.ma,1997-09-04,Homme,Casablanca,0677381734,11/20/2024,Web
C00343,Tahiri,Mehdi,mehdi.tahiri343@mexora.ma,28-02-1966,Homme,Casablanca,0683137549,May 13 2026,Referral
C00344,Rifi,Sara,sara.rifi344@mexora.ma,27-04-1964,f,Tanger,0686682979,Nov 17 2024,Web
C00345,Bennani,Imane,imane.bennani345@mexora.ma,22-02-1974,1,CASABLANCA,0673913344,2025-01-20,Marketplace
C00346,Mansouri,Sara,omar.tahiri255@mexora.ma,19-06-1977,0,Casablanca,0615426257,20/01/2026,Marketplace
C00347,Tazi,Sara,sara.tazi347@mexora.ma,Feb 21 1964,m,Rabat,0624689169,08-12-2025,Web
C00348,Berrada,Nadia,nadia.berrada348@mexora.ma,07/19/1976,f,Agadir,0672353181,25/07/2025,Social Ads
C00349,Tahiri,Mehdi,mehdi.tahiri349@mexora.ma,04/09/1967,f,Marrakech,0641388200,Nov 07 2025,Social Ads
C00350,Bennani,Sara,imane.alaoui13@mexora.ma,22-12-1987,1,Tanger,0618868496,12/06/2024,Web
C00351,Berrada,Nadia,nadia.berrada351@mexora.ma,Aug 22 1986,Homme,Agadir,0639107606,16/12/2025,Marketplace
C00352,Tazi,Amine,imane.rifi40@mexora.ma,07/28/1985,Femme,Tétouan,0674500390,Jan 02 2024,Marketplace
C00353,El Amrani,Sara,sara.elamrani353@mexora.ma,03/17/1980,m,Tetouan,,Feb 02 2026,Web
C00354,Tazi,Mehdi,mehdi.tazi354@mexora.ma,16-11-1963,m,Casablanca,0615084829,2026-03-16,Web
C00355,Berrada,Omar,omar.berrada355@mexora.ma,08/04/2005,F,Kénitra,0672417187,06-09-2025,Referral
C00356,El Amrani,Hajar,hajar.elamrani356mexora.ma,May 15 1996,f,casa,,Apr 28 2024,Web
C00357,Berrada,Salma,salma.berrada357@mexora.ma,08/18/1965,m,Tanger,0667606898,25-09-2024,Web
C00358,Tahiri,Imane,imane.tahiri358@mexora.ma,07/12/1965,1,Al Hoceïma,0641012575,2025-12-31,Web
C00359,Berrada,Omar,yassine.ziani27@mexora.ma,16-07-2000,Femme,Kénitra,0681134864,2024-12-27,Marketplace
C00360,Tahiri,Salma,salma.tahiri360@mexora.ma,22/06/1990,Femme,Kénitra,0651977991,03/14/2024,Mobile
C00361,Rifi,Mehdi,mehdi.rifi361@mexora.ma,1977-09-27,Homme,Rabat,0668450857,2026-03-28,Referral
C00362,Rifi,Yassine,yassine.rifi362@mexora.ma,25-02-2003,1,Kénitra,0611284001,10/26/2025,Marketplace
C00363,Fassi,Omar,omar.fassi363@mexora.ma,Aug 03 1964,Femme,Casablanca,0615495176,24-08-2025,Referral
C00364,Berrada,Yassine,yassine.berrada364@mexora.ma,21-10-1991,f,,0658766153,04/04/2026,Marketplace
C00365,Alaoui,Salma,salma.alaoui365@mexora.ma,20-12-1992,Femme,Al Hoceima,0691386217,2025-07-21,Mobile
C00366,Tazi,Omar,omar.tazi366@mexora.ma,Oct 11 2003,Homme,Marrakech,0694234101,2025-07-11,Social Ads
C00367,Bennani,Hajar,,07/12/2003,0,Agadir,0661617424,19-01-2024,Social Ads
C00368,Mansouri,Salma,salma.mansouri368@mexora.ma,1996-03-09,f,Tanger,0614668207,24/06/2025,Web
C00369,Fassi,Salma,salma.fassi369@mexora.ma,Oct 20 1968,Homme,Nador,0693776661,07/02/2025,Mobile
C00370,Alaoui,Omar,omar.tahiri6@mexora.ma,Sep 04 1972,Homme,Al Hoceïma,0692611188,2025-02-12,Social Ads
C00371,Tahiri,Nadia,nadia.tahiri371@mexora.ma,04/04/1968,0,Meknès,0618832181,10/03/2024,Referral
C00372,Tahiri,Mehdi,mehdi.tahiri372@mexora.ma,12-11-1979,Femme,Casablanca,0642342049,02/22/2026,Marketplace
C00373,Tahiri,Omar,omar.tahiri373@mexora.ma,Jun 14 1960,Homme,AL HOCEIMA,0694744090,Feb 02 2025,Web
C00374,El Amrani,Imane,imane.elamrani374@mexora.ma,25-11-1970,0,CASABLANCA,0639075609,2024-05-19,Social Ads
C00375,Tahiri,Hajar,hajar.tahiri375@mexora.ma,03-10-1989,1,Casablanca,0639612991,2024-02-11,Mobile
C00376,Alaoui,Salma,salma.alaoui376@mexora.ma,1995-05-15,Homme,Marrakech,0682438394,02/12/2025,Referral
C00377,Bennani,Omar,omar.bennani377@mexora.ma,09/23/2003,Femme,Agadir,0613874472,27-10-2024,Social Ads
C00378,Alaoui,Mehdi,mehdi.alaoui378@mexora.ma,1989-01-03,1,Oujda,0671182508,Apr 05 2026,Social Ads
C00379,Tazi,Sara,sara.tazi379@mexora.ma,08/06/1983,Male,Casablanca,0697169222,10-11-2024,Marketplace
C00380,Ziani,Mehdi,mehdi.ziani380mexora.ma,04-11-1987,m,Casablanca,0624746281,Jan 18 2025,Referral
C00381,Tazi,Omar,omar.tazi381@mexora.ma,16-04-1991,f,Tanger,0624214841,21-05-2024,Mobile
C00382,Bennani,Omar,omar.bennani382@mexora.ma,06/02/1991,M,rabat,0625878707,08-08-2024,Referral
C00383,Tazi,Karim,karim.tazi383@mexora.ma,1965-10-23,f,Tanger,0643896774,24/08/2024,Referral
C00384,Tazi,Sara,sara.tazi384@mexora.ma,02-05-1995,0,Tanger,0657433896,2024-05-09,Marketplace
C00385,Fassi,Amine,amine.fassi385@mexora.ma,03/07/1965,Femme,Rabat,0634297242,22/04/2025,Marketplace
C00386,Berrada,Salma,salma.berrada386@mexora.ma,Oct 11 1994,Homme,Tnja,0643943780,13-01-2026,Web
C00387,El Amrani,Omar,omar.elamrani387@mexora.ma,1961-01-17,f,Marrakech,0659686559,2026-03-14,Web
C00388,Alaoui,Mehdi,mehdi.alaoui388@mexora.ma,25-10-2006,Femme,Tanger,0640508673,Jan 12 2026,Referral
C00389,Tahiri,Imane,imane.tahiri389@mexora.ma,11/03/1996,Female,Tétouan,0612787723,07/23/2024,Marketplace
C00390,Bennani,Salma,salma.bennani390@mexora.ma,1963-11-07,Femme,Tanger,0677277105,2024-04-25,Web
C00391,Rifi,Omar,omar.rifi391@mexora.ma,Sep 19 1970,0,AL HOCEIMA,0647984416,2024-10-26,Social Ads
C00392,Fassi,Salma,,10/01/2002,1,CASABLANCA,0623261004,2025-01-07,Marketplace
C00393,Ziani,Yassine,yassine.ziani393@mexora.ma,03/28/2001,Homme,Fès,0655829263,Jan 13 2026,Social Ads
C00394,Berrada,Yassine,yassine.berrada394@mexora.ma,13-03-1975,1,Rabat,0697775383,04-04-2024,Social Ads
C00395,Bennani,Hajar,salma.ziani53@mexora.ma,03/06/1997,Homme,Kénitra,0641637869,12-02-2024,Mobile
C00396,Berrada,Hajar,hajar.berrada396@mexora.ma,Mar 12 1979,M,Casablanca,0692913411,06/30/2024,Web
C00397,Berrada,Karim,karim.berrada397@mexora.ma,27/11/1986,m,TANGER,0613145714,2026-01-15,Social Ads
C00398,Mansouri,Salma,salma.mansouri398@mexora.ma,04/21/1970,Femme,Kénitra,0662575126,12/28/2024,Referral
C00399,El Amrani,Salma,salma.elamrani399@mexora.ma,12-09-1986,f,Tanger,0677552751,18-09-2025,Marketplace
C00400,Alaoui,Yassine,yassine.alaoui400@mexora.ma,07/01/2006,0,Casablanca,0631361143,30-04-2024,Marketplace
C00401,Tazi,Hajar,hajar.tazi401@mexora.ma,09/13/1993,1,rabat,0641333421,Sep 13 2024,Marketplace
C00402,Ziani,Omar,karim.berrada147@mexora.ma,02/16/1967,m,Marrakech,0610344818,28/01/2024,Mobile
C00403,Fassi,Mehdi,mehdi.fassi403@mexora.ma,24/11/1992,m,Rabat,0615857449,Jun 21 2025,Web
C00404,Rifi,Nadia,nadia.rifi404@mexora.ma,09/16/1998,,Casablanca,0635428960,Feb 15 2025,Marketplace
C00405,Rifi,Imane,imane.rifi405@mexora.ma,12/20/1990,0,Marrakech,0610051262,18/04/2024,Web
C00406,Berrada,Karim,karim.berrada406@mexora.ma,18-03-1968,m,Rabat,0662247946,May 06 2026,Referral
C00407,Mansouri,Yassine,yassine.mansouri407@mexora.ma,13-11-1976,1,CASABLANCA,0646756725,2024-05-12,Marketplace
C00408,El Amrani,Imane,imane.elamrani408@mexora.ma,Jun 03 1964,m,Tanger,0671795673,2024-02-15,Marketplace
C00409,Fassi,Mehdi,mehdi.fassi409@mexora.ma,07/28/2003,Homme,Meknès,0647331452,04-02-2024,Marketplace
C00410,Tahiri,Karim,karim.tahiri410@mexora.ma,21-04-1967,1,Fès,0692526854,05/21/2025,Web
C00411,Fassi,Nadia,nadia.fassi411@mexora.ma,28-08-1965,Femme,Al Hoceima,0651519098,03/18/2024,Social Ads
C00412,Fassi,Hajar,hajar.fassi412mexora.ma,1968-12-04,Femme,Tétouan,0657615318,11/24/2024,Marketplace
C00413,Mansouri,Hajar,hajar.mansouri413@mexora.ma,Dec 05 1995,m,Rabat,,2024-03-14,Referral
C00414,Tahiri,Hajar,hajar.tahiri414@mexora.ma,Apr 26 1986,Femme,Al Hoceïma,0644255930,08/01/2024,Mobile
C00415,Bennani,Sara,sara.bennani415@mexora.ma,09/19/2004,Femme,Rabat,0689279357,12/06/2025,Social Ads
C00416,Fassi,Karim,karim.fassi416@mexora.ma,01-08-2006,Homme,Rabat,0699661346,2024-03-10,Web
C00417,Ziani,Nadia,nadia.ziani417@mexora.ma,12/09/1995,Homme,Oujda,0691018400,2024-07-12,Referral
C00418,Bennani,Hajar,karim.berrada147@mexora.ma,20-04-1996,Homme,Rabat,0673275759,Dec 19 2025,Social Ads
C00419,Berrada,Sara,sara.berrada419@mexora.ma,Mar 28 1992,1,Rabat,0616522924,Apr 05 2024,Mobile
C00420,Ziani,Sara,sara.ziani420@mexora.ma,07/17/1994,m,Meknès,0694892976,11/12/2024,Web
C00421,Mansouri,Karim,karim.mansouri421mexora.ma,19/06/1997,Homme,Tétouan,0693023525,26/08/2024,Referral
C00422,Bennani,Imane,imane.bennani422@mexora.ma,Jan 22 2000,f,Tétouan,0632854101,2024-12-23,Marketplace
C00423,Tazi,Imane,imane.tazi423@mexora.ma,20/07/2003,m,Agadir,0675236206,11/24/2025,Mobile
C00424,Ziani,Amine,amine.ziani424@mexora.ma,10/02/1999,m,Agadir,0679094927,Feb 01 2025,Mobile
C00425,Berrada,Nadia,nadia.berrada425@mexora.ma,06-05-1994,0,Oujda,0679886583,21/12/2024,Mobile
C00426,Ziani,Omar,,Jul 28 1967,Femme,Rabat,0614475736,23-04-2026,Web
C00427,Tahiri,Hajar,hajar.tahiri427@mexora.ma,09/04/1979,Femme,Tnja,0641448175,2026-01-08,Mobile
C00428,Tazi,Karim,karim.tazi428@mexora.ma,07-02-1965,Homme,Agadir,0694189539,2024-10-21,Mobile
C00429,Bennani,Imane,imane.bennani429@mexora.ma,24/08/2002,Femme,Kénitra,0669520759,01/16/2024,Marketplace
C00430,Tazi,Karim,karim.tazi430@mexora.ma,10/10/1972,f,rabat,0698001866,2025-07-23,Referral
C00431,Berrada,Nadia,nadia.berrada431@mexora.ma,1988-07-06,m,Tanger,0668891904,18-10-2025,Mobile
C00432,El Amrani,Mehdi,,2006-11-09,m,Al Hoceïma,0655022310,2024-06-06,Mobile
C00433,Tahiri,Sara,sara.tahiri433@mexora.ma,18/02/2003,Femme,CAS,0685686751,04/10/2024,Referral
C00434,Tazi,Salma,salma.tazi434@mexora.ma,2035-01-01,f,Casablanca,0673324409,29/05/2025,Marketplace
C00435,Mansouri,Nadia,nadia.mansouri435@mexora.ma,12/08/1966,Femme,Marrakech,,31-03-2024,Web
C00436,Tazi,Nadia,nadia.tazi436@mexora.ma,01/10/1985,,CASABLANCA,0614131947,Jul 28 2024,Social Ads
C00437,Rifi,Mehdi,,16/08/1978,0,Tanger,0636746551,09/01/2026,Referral
C00438,Alaoui,Salma,salma.alaoui438@mexora.ma,07/08/1964,m,Marrakech,0629726202,2025-06-13,Social Ads
C00439,Ziani,Amine,amine.ziani439@mexora.ma,06/06/1972,Male,Rabat,0673040345,01-06-2024,Web
C00440,Tazi,Imane,imane.tazi440@mexora.ma,09/11/1962,f,Casablanca,0610531907,2024-03-23,Web
C00441,Fassi,Hajar,hajar.fassi441@mexora.ma,02/08/1961,m,Marrakech,0676230801,2024-12-31,Marketplace
C00442,Alaoui,Mehdi,mehdi.alaoui442@mexora.ma,12-03-1973,1,Rabat,0640909313,14/03/2026,Mobile
C00443,Tahiri,Salma,salma.tahiri443@mexora.ma,1992-12-25,0,Tanger,,29-02-2024,Web
C00444,Rifi,Karim,karim.rifi444@mexora.ma,Jun 12 2006,1,Agadir,0621066060,01-01-2026,Web
C00445,Mansouri,Karim,karim.mansouri445@mexora.ma,16/11/1976,Homme,,0627988766,12-03-2025,Mobile
C00446,El Amrani,Sara,sara.elamrani446@mexora.ma,27-12-1961,0,Tanger,0654590491,06-01-2024,Mobile
C00447,Ziani,Salma,salma.fassi369@mexora.ma,24/12/1990,Homme,Casablanca,0661873093,09/05/2025,Marketplace
C00448,Berrada,Yassine,yassine.berrada448@mexora.ma,Mar 09 1993,0,Casablanca,0634910351,22-06-2024,Social Ads
C00449,Tazi,Karim,karim.tazi449@mexora.ma,06-11-1962,Femme,Tanger,0674681610,04/17/2024,Marketplace
C00450,Alaoui,Salma,salma.alaoui450@mexora.ma,04-09-2004,Female,Marrakech,0620390015,22-06-2025,Social Ads
C00451,Tazi,Imane,imane.tazi451@mexora.ma,03/27/1980,f,Tanger,0638188664,05/01/2025,Marketplace
